STUDY_ID,ABUNDANCE,BIOMAS,YEAR,LATITUDE,LONGITUDE,DEPTH,SAMPLE_DESC,valid_name
201,273,,2000,2.982000,102.313000,,2000,"Nephelium maingayi"
201,13,,1987,2.982000,102.313000,,1987,"Nephelium lappaceum"
201,13,,1990,2.982000,102.313000,,1990,"Nephelium lappaceum"
201,7,,1995,2.982000,102.313000,,1995,"Nephelium lappaceum"
201,6,,2000,2.982000,102.313000,,2000,"Nephelium lappaceum"
201,146,,1987,2.982000,102.313000,,1987,"Nothaphoebe umbelliflora"
201,146,,1990,2.982000,102.313000,,1990,"Nothaphoebe umbelliflora"
201,161,,1995,2.982000,102.313000,,1995,"Nothaphoebe umbelliflora"
201,157,,2000,2.982000,102.313000,,2000,"Nothaphoebe umbelliflora"
201,1335,,1987,2.982000,102.313000,,1987,"Ochanostachys amentacea"
201,1291,,1990,2.982000,102.313000,,1990,"Ochanostachys amentacea"
201,1238,,1995,2.982000,102.313000,,1995,"Ochanostachys amentacea"
201,1211,,2000,2.982000,102.313000,,2000,"Ochanostachys amentacea"
201,2046,,1987,2.982000,102.313000,,1987,"Meiogyne monosperma"
201,1983,,1990,2.982000,102.313000,,1990,"Meiogyne monosperma"
201,1950,,1995,2.982000,102.313000,,1995,"Meiogyne monosperma"
201,1883,,2000,2.982000,102.313000,,2000,"Meiogyne monosperma"
201,86,,1987,2.982000,102.313000,,1987,"Oncosperma horridum"
201,74,,1990,2.982000,102.313000,,1990,"Oncosperma horridum"
201,127,,1995,2.982000,102.313000,,1995,"Oncosperma horridum"
201,134,,2000,2.982000,102.313000,,2000,"Oncosperma horridum"
201,9,,1987,2.982000,102.313000,,1987,"Orania sylvicola"
201,9,,1990,2.982000,102.313000,,1990,"Orania sylvicola"
201,12,,1995,2.982000,102.313000,,1995,"Orania sylvicola"
201,13,,2000,2.982000,102.313000,,2000,"Orania sylvicola"
201,5,,1987,2.982000,102.313000,,1987,"Ormosia penangensis"
201,4,,1990,2.982000,102.313000,,1990,"Ormosia penangensis"
201,4,,1995,2.982000,102.313000,,1995,"Ormosia penangensis"
201,3,,2000,2.982000,102.313000,,2000,"Ormosia penangensis"
201,66,,1987,2.982000,102.313000,,1987,"Ormosia venosa"
201,62,,1990,2.982000,102.313000,,1990,"Ormosia venosa"
201,61,,1995,2.982000,102.313000,,1995,"Ormosia venosa"
201,50,,2000,2.982000,102.313000,,2000,"Ormosia venosa"
201,6,,1987,2.982000,102.313000,,1987,"Osmelia maingayi"
201,7,,1990,2.982000,102.313000,,1990,"Osmelia maingayi"
201,9,,1995,2.982000,102.313000,,1995,"Osmelia maingayi"
201,9,,2000,2.982000,102.313000,,2000,"Osmelia maingayi"
201,5,,1987,2.982000,102.313000,,1987,"Palaquium clarkeanum"
201,5,,1990,2.982000,102.313000,,1990,"Palaquium clarkeanum"
201,5,,1995,2.982000,102.313000,,1995,"Palaquium clarkeanum"
201,4,,2000,2.982000,102.313000,,2000,"Palaquium clarkeanum"
201,7,,1987,2.982000,102.313000,,1987,"Palaquium gutta"
201,7,,1990,2.982000,102.313000,,1990,"Palaquium gutta"
201,6,,1995,2.982000,102.313000,,1995,"Palaquium gutta"
201,6,,2000,2.982000,102.313000,,2000,"Palaquium gutta"
201,779,,1987,2.982000,102.313000,,1987,"Palaquium hexandrum"
201,750,,1990,2.982000,102.313000,,1990,"Palaquium hexandrum"
201,713,,1995,2.982000,102.313000,,1995,"Palaquium hexandrum"
201,641,,2000,2.982000,102.313000,,2000,"Palaquium hexandrum"
201,93,,1987,2.982000,102.313000,,1987,"Palaquium maingayi"
201,94,,1990,2.982000,102.313000,,1990,"Palaquium maingayi"
201,90,,1995,2.982000,102.313000,,1995,"Palaquium maingayi"
201,85,,2000,2.982000,102.313000,,2000,"Palaquium maingayi"
201,12,,1987,2.982000,102.313000,,1987,"Palaquium obovatum"
201,11,,1990,2.982000,102.313000,,1990,"Palaquium obovatum"
201,11,,1995,2.982000,102.313000,,1995,"Palaquium obovatum"
201,10,,2000,2.982000,102.313000,,2000,"Palaquium obovatum"
201,49,,1987,2.982000,102.313000,,1987,"Palaquium stellatum"
201,49,,1990,2.982000,102.313000,,1990,"Palaquium stellatum"
201,54,,1995,2.982000,102.313000,,1995,"Palaquium stellatum"
201,53,,2000,2.982000,102.313000,,2000,"Palaquium stellatum"
201,62,,1987,2.982000,102.313000,,1987,"Pandanus ornatus"
201,56,,1990,2.982000,102.313000,,1990,"Pandanus ornatus"
201,42,,1995,2.982000,102.313000,,1995,"Pandanus ornatus"
201,20,,2000,2.982000,102.313000,,2000,"Pandanus ornatus"
201,23,,1987,2.982000,102.313000,,1987,"Pandanus yvanii"
201,23,,1990,2.982000,102.313000,,1990,"Pandanus yvanii"
201,13,,1995,2.982000,102.313000,,1995,"Pandanus yvanii"
201,4,,2000,2.982000,102.313000,,2000,"Pandanus yvanii"
201,18,,1987,2.982000,102.313000,,1987,"Paranephelium xestophyllum"
201,18,,1990,2.982000,102.313000,,1990,"Paranephelium xestophyllum"
201,17,,1995,2.982000,102.313000,,1995,"Paranephelium xestophyllum"
201,16,,2000,2.982000,102.313000,,2000,"Paranephelium xestophyllum"
201,50,,1987,2.982000,102.313000,,1987,"Parartocarpus bracteatus"
201,50,,1990,2.982000,102.313000,,1990,"Parartocarpus bracteatus"
201,58,,1995,2.982000,102.313000,,1995,"Parartocarpus bracteatus"
201,55,,2000,2.982000,102.313000,,2000,"Parartocarpus bracteatus"
201,158,,1987,2.982000,102.313000,,1987,"Parashorea densiflora"
201,159,,1990,2.982000,102.313000,,1990,"Parashorea densiflora"
201,163,,1995,2.982000,102.313000,,1995,"Parashorea densiflora"
201,149,,2000,2.982000,102.313000,,2000,"Parashorea densiflora"
201,9,,1987,2.982000,102.313000,,1987,"Parastemon urophyllus"
201,9,,1990,2.982000,102.313000,,1990,"Parastemon urophyllus"
201,9,,1995,2.982000,102.313000,,1995,"Parastemon urophyllus"
201,11,,2000,2.982000,102.313000,,2000,"Parastemon urophyllus"
201,13,,1987,2.982000,102.313000,,1987,"Parinari costata"
201,12,,1990,2.982000,102.313000,,1990,"Parinari costata"
201,11,,1995,2.982000,102.313000,,1995,"Parinari costata"
201,10,,2000,2.982000,102.313000,,2000,"Parinari costata"
201,113,,1987,2.982000,102.313000,,1987,"Parinari elmeri"
201,105,,1990,2.982000,102.313000,,1990,"Parinari elmeri"
201,96,,1995,2.982000,102.313000,,1995,"Parinari elmeri"
201,85,,2000,2.982000,102.313000,,2000,"Parinari elmeri"
201,105,,1987,2.982000,102.313000,,1987,"Parinari oblongifolia"
201,103,,1990,2.982000,102.313000,,1990,"Parinari oblongifolia"
201,104,,1995,2.982000,102.313000,,1995,"Parinari oblongifolia"
201,94,,2000,2.982000,102.313000,,2000,"Parinari oblongifolia"
201,197,,1987,2.982000,102.313000,,1987,"Parishia insignis"
201,192,,1990,2.982000,102.313000,,1990,"Parishia insignis"
201,189,,1995,2.982000,102.313000,,1995,"Parishia insignis"
201,183,,2000,2.982000,102.313000,,2000,"Parishia insignis"
201,26,,1987,2.982000,102.313000,,1987,"Parishia paucijuga"
201,26,,1990,2.982000,102.313000,,1990,"Parishia paucijuga"
201,28,,1995,2.982000,102.313000,,1995,"Parishia paucijuga"
201,25,,2000,2.982000,102.313000,,2000,"Parishia paucijuga"
201,533,,1987,2.982000,102.313000,,1987,"Parkia speciosa"
201,524,,1990,2.982000,102.313000,,1990,"Parkia speciosa"
201,604,,1995,2.982000,102.313000,,1995,"Parkia speciosa"
201,590,,2000,2.982000,102.313000,,2000,"Parkia speciosa"
201,580,,1987,2.982000,102.313000,,1987,"Paropsia vareciformis"
201,602,,1990,2.982000,102.313000,,1990,"Paropsia vareciformis"
201,711,,1995,2.982000,102.313000,,1995,"Paropsia vareciformis"
201,694,,2000,2.982000,102.313000,,2000,"Paropsia vareciformis"
201,443,,1987,2.982000,102.313000,,1987,"Pavetta graciliflora"
201,418,,1990,2.982000,102.313000,,1990,"Pavetta graciliflora"
201,332,,1995,2.982000,102.313000,,1995,"Pavetta graciliflora"
201,195,,2000,2.982000,102.313000,,2000,"Pavetta graciliflora"
201,586,,1987,2.982000,102.313000,,1987,"Pavetta sp"
201,569,,1990,2.982000,102.313000,,1990,"Pavetta sp"
201,625,,1995,2.982000,102.313000,,1995,"Pavetta sp"
201,422,,2000,2.982000,102.313000,,2000,"Pavetta sp"
201,1625,,1987,2.982000,102.313000,,1987,"Payena lucida"
201,1560,,1990,2.982000,102.313000,,1990,"Payena lucida"
201,1532,,1995,2.982000,102.313000,,1995,"Payena lucida"
201,1446,,2000,2.982000,102.313000,,2000,"Payena lucida"
201,15,,1987,2.982000,102.313000,,1987,"Payena maingayi"
201,14,,1990,2.982000,102.313000,,1990,"Payena maingayi"
201,14,,1995,2.982000,102.313000,,1995,"Payena maingayi"
201,12,,2000,2.982000,102.313000,,2000,"Payena maingayi"
201,626,,1987,2.982000,102.313000,,1987,"Pentace strychnoidea"
201,611,,1990,2.982000,102.313000,,1990,"Pentace strychnoidea"
201,580,,1995,2.982000,102.313000,,1995,"Pentace strychnoidea"
201,575,,2000,2.982000,102.313000,,2000,"Pentace strychnoidea"
201,115,,1987,2.982000,102.313000,,1987,"Pentace triptera"
201,111,,1990,2.982000,102.313000,,1990,"Pentace triptera"
201,127,,1995,2.982000,102.313000,,1995,"Pentace triptera"
201,122,,2000,2.982000,102.313000,,2000,"Pentace triptera"
201,740,,1987,2.982000,102.313000,,1987,"Pentaspadon motleyi"
201,738,,1990,2.982000,102.313000,,1990,"Pentaspadon motleyi"
201,776,,1995,2.982000,102.313000,,1995,"Pentaspadon motleyi"
201,718,,2000,2.982000,102.313000,,2000,"Pentaspadon motleyi"
201,1,,1987,2.982000,102.313000,,1987,"Pentaspadon velutinus"
201,1,,1990,2.982000,102.313000,,1990,"Pentaspadon velutinus"
201,1,,1995,2.982000,102.313000,,1995,"Pentaspadon velutinus"
201,1,,2000,2.982000,102.313000,,2000,"Pentaspadon velutinus"
201,30,,1987,2.982000,102.313000,,1987,"Adina eurhyncha"
201,28,,1990,2.982000,102.313000,,1990,"Adina eurhyncha"
201,26,,1995,2.982000,102.313000,,1995,"Adina eurhyncha"
201,24,,2000,2.982000,102.313000,,2000,"Adina eurhyncha"
201,7,,1987,2.982000,102.313000,,1987,"Phaeanthus splendens"
201,7,,1990,2.982000,102.313000,,1990,"Phaeanthus splendens"
201,7,,1995,2.982000,102.313000,,1995,"Phaeanthus splendens"
201,6,,2000,2.982000,102.313000,,2000,"Phaeanthus splendens"
201,2715,,1987,2.982000,102.313000,,1987,"Phaeanthus ophthalmicus"
201,2571,,1990,2.982000,102.313000,,1990,"Phaeanthus ophthalmicus"
201,2421,,1995,2.982000,102.313000,,1995,"Phaeanthus ophthalmicus"
201,2213,,2000,2.982000,102.313000,,2000,"Phaeanthus ophthalmicus"
201,4,,1987,2.982000,102.313000,,1987,"Pholidocarpus macrocarpus"
201,4,,1990,2.982000,102.313000,,1990,"Pholidocarpus macrocarpus"
201,3,,1995,2.982000,102.313000,,1995,"Pholidocarpus macrocarpus"
201,3,,2000,2.982000,102.313000,,2000,"Pholidocarpus macrocarpus"
201,13,,1987,2.982000,102.313000,,1987,"Phyllanthus emblica"
201,11,,1990,2.982000,102.313000,,1990,"Phyllanthus emblica"
201,8,,1995,2.982000,102.313000,,1995,"Phyllanthus emblica"
201,6,,2000,2.982000,102.313000,,2000,"Phyllanthus emblica"
201,2355,,1987,2.982000,102.313000,,1987,"Pimelodendron griffithianum"
201,2352,,1990,2.982000,102.313000,,1990,"Pimelodendron griffithianum"
201,2546,,1995,2.982000,102.313000,,1995,"Pimelodendron griffithianum"
201,2519,,2000,2.982000,102.313000,,2000,"Pimelodendron griffithianum"
201,39,,1987,2.982000,102.313000,,1987,"Pimelodendron macrocarpum"
201,36,,1990,2.982000,102.313000,,1990,"Pimelodendron macrocarpum"
201,33,,1995,2.982000,102.313000,,1995,"Pimelodendron macrocarpum"
201,33,,2000,2.982000,102.313000,,2000,"Pimelodendron macrocarpum"
201,236,,1987,2.982000,102.313000,,1987,"Pinanga malaiana"
201,210,,1990,2.982000,102.313000,,1990,"Pinanga malaiana"
201,153,,1995,2.982000,102.313000,,1995,"Pinanga malaiana"
201,61,,2000,2.982000,102.313000,,2000,"Pinanga malaiana"
201,1,,1987,2.982000,102.313000,,1987,"Pinanga riparia"
201,1,,1990,2.982000,102.313000,,1990,"Pinanga riparia"
201,4,,1995,2.982000,102.313000,,1995,"Pinanga riparia"
201,1,,2000,2.982000,102.313000,,2000,"Pinanga riparia"
201,4,,1987,2.982000,102.313000,,1987,"Albizia splendens"
201,4,,1990,2.982000,102.313000,,1990,"Albizia splendens"
201,4,,1995,2.982000,102.313000,,1995,"Albizia splendens"
201,4,,2000,2.982000,102.313000,,2000,"Albizia splendens"
201,2,,1987,2.982000,102.313000,,1987,"Planchonella maingayi"
201,1,,1990,2.982000,102.313000,,1990,"Planchonella maingayi"
201,28,,1987,2.982000,102.313000,,1987,"Planchonia grandis"
201,28,,1990,2.982000,102.313000,,1990,"Planchonia grandis"
201,27,,1995,2.982000,102.313000,,1995,"Planchonia grandis"
201,27,,2000,2.982000,102.313000,,2000,"Planchonia grandis"
201,8,,1987,2.982000,102.313000,,1987,"Platea latifolia"
201,7,,1990,2.982000,102.313000,,1990,"Platea latifolia"
201,8,,1995,2.982000,102.313000,,1995,"Platea latifolia"
201,8,,2000,2.982000,102.313000,,2000,"Platea latifolia"
201,2,,1987,2.982000,102.313000,,1987,"Platea sp"
201,2,,1990,2.982000,102.313000,,1990,"Platea sp"
201,2,,1995,2.982000,102.313000,,1995,"Platea sp"
201,1,,2000,2.982000,102.313000,,2000,"Platea sp"
201,27,,1987,2.982000,102.313000,,1987,"Nageia motleyi"
201,26,,1990,2.982000,102.313000,,1990,"Nageia motleyi"
201,25,,1995,2.982000,102.313000,,1995,"Nageia motleyi"
201,23,,2000,2.982000,102.313000,,2000,"Nageia motleyi"
201,89,,1987,2.982000,102.313000,,1987,"Polyalthia cinnamomea"
201,88,,1990,2.982000,102.313000,,1990,"Polyalthia cinnamomea"
201,91,,1995,2.982000,102.313000,,1995,"Polyalthia cinnamomea"
201,81,,2000,2.982000,102.313000,,2000,"Polyalthia cinnamomea"
201,36,,1987,2.982000,102.313000,,1987,"Polyalthia anomala"
201,34,,1990,2.982000,102.313000,,1990,"Polyalthia anomala"
201,34,,1995,2.982000,102.313000,,1995,"Polyalthia anomala"
201,27,,2000,2.982000,102.313000,,2000,"Polyalthia anomala"
201,180,,1987,2.982000,102.313000,,1987,"Maasia glauca"
201,173,,1990,2.982000,102.313000,,1990,"Maasia glauca"
201,184,,1995,2.982000,102.313000,,1995,"Maasia glauca"
201,180,,2000,2.982000,102.313000,,2000,"Maasia glauca"
201,24,,1987,2.982000,102.313000,,1987,"Maasia hypoleuca"
201,21,,1990,2.982000,102.313000,,1990,"Maasia hypoleuca"
201,16,,1995,2.982000,102.313000,,1995,"Maasia hypoleuca"
201,15,,2000,2.982000,102.313000,,2000,"Maasia hypoleuca"
201,208,,1987,2.982000,102.313000,,1987,"Hubera jenkinsii"
201,195,,1990,2.982000,102.313000,,1990,"Hubera jenkinsii"
201,194,,1995,2.982000,102.313000,,1995,"Hubera jenkinsii"
201,194,,2000,2.982000,102.313000,,2000,"Hubera jenkinsii"
201,106,,1987,2.982000,102.313000,,1987,"Polyalthia lateriflora"
201,106,,1990,2.982000,102.313000,,1990,"Polyalthia lateriflora"
201,122,,1995,2.982000,102.313000,,1995,"Polyalthia lateriflora"
201,122,,2000,2.982000,102.313000,,2000,"Polyalthia lateriflora"
201,162,,1987,2.982000,102.313000,,1987,"Polyalthia obliqua"
201,158,,1990,2.982000,102.313000,,1990,"Polyalthia obliqua"
201,153,,1995,2.982000,102.313000,,1995,"Polyalthia obliqua"
201,145,,2000,2.982000,102.313000,,2000,"Polyalthia obliqua"
201,718,,1987,2.982000,102.313000,,1987,"Hubera rumphii"
201,705,,1990,2.982000,102.313000,,1990,"Hubera rumphii"
201,688,,1995,2.982000,102.313000,,1995,"Hubera rumphii"
201,669,,2000,2.982000,102.313000,,2000,"Hubera rumphii"
201,353,,1987,2.982000,102.313000,,1987,"Polyalthia sclerophylla"
201,349,,1990,2.982000,102.313000,,1990,"Polyalthia sclerophylla"
201,362,,1995,2.982000,102.313000,,1995,"Polyalthia sclerophylla"
201,341,,2000,2.982000,102.313000,,2000,"Polyalthia sclerophylla"
201,387,,1987,2.982000,102.313000,,1987,"Polyalthia stenopetala"
201,383,,1990,2.982000,102.313000,,1990,"Polyalthia stenopetala"
201,349,,1995,2.982000,102.313000,,1995,"Polyalthia stenopetala"
201,347,,2000,2.982000,102.313000,,2000,"Polyalthia stenopetala"
201,298,,1987,2.982000,102.313000,,1987,"Polyalthia sumatrana"
201,286,,1990,2.982000,102.313000,,1990,"Polyalthia sumatrana"
201,265,,1995,2.982000,102.313000,,1995,"Polyalthia sumatrana"
201,244,,2000,2.982000,102.313000,,2000,"Polyalthia sumatrana"
201,1,,1987,2.982000,102.313000,,1987,"Polyosma laetevirens"
201,1,,1990,2.982000,102.313000,,1990,"Polyosma laetevirens"
201,646,,1987,2.982000,102.313000,,1987,"Pometia pinnata"
201,625,,1990,2.982000,102.313000,,1990,"Pometia pinnata"
201,621,,1995,2.982000,102.313000,,1995,"Pometia pinnata"
201,596,,2000,2.982000,102.313000,,2000,"Pometia pinnata"
201,980,,1987,2.982000,102.313000,,1987,"Popowia pisocarpa"
201,943,,1990,2.982000,102.313000,,1990,"Popowia pisocarpa"
201,930,,1995,2.982000,102.313000,,1995,"Popowia pisocarpa"
201,900,,2000,2.982000,102.313000,,2000,"Popowia pisocarpa"
201,127,,1987,2.982000,102.313000,,1987,"Popowia tomentosa"
201,126,,1990,2.982000,102.313000,,1990,"Popowia tomentosa"
201,130,,1995,2.982000,102.313000,,1995,"Popowia tomentosa"
201,130,,2000,2.982000,102.313000,,2000,"Popowia tomentosa"
201,1102,,1987,2.982000,102.313000,,1987,"Porterandia anisophylla"
201,1070,,1990,2.982000,102.313000,,1990,"Porterandia anisophylla"
201,1073,,1995,2.982000,102.313000,,1995,"Porterandia anisophylla"
201,1000,,2000,2.982000,102.313000,,2000,"Porterandia anisophylla"
201,58,,1987,2.982000,102.313000,,1987,"Planchonella malaccensis"
201,56,,1990,2.982000,102.313000,,1990,"Planchonella malaccensis"
201,53,,1995,2.982000,102.313000,,1995,"Planchonella malaccensis"
201,55,,2000,2.982000,102.313000,,2000,"Planchonella malaccensis"
201,55,,1987,2.982000,102.313000,,1987,"Prainea limpato"
201,54,,1990,2.982000,102.313000,,1990,"Prainea limpato"
201,56,,1995,2.982000,102.313000,,1995,"Prainea limpato"
201,49,,2000,2.982000,102.313000,,2000,"Prainea limpato"
201,168,,1987,2.982000,102.313000,,1987,"Prismatomeris glabra"
201,160,,1990,2.982000,102.313000,,1990,"Prismatomeris glabra"
201,169,,1995,2.982000,102.313000,,1995,"Prismatomeris glabra"
201,153,,2000,2.982000,102.313000,,2000,"Prismatomeris glabra"
201,262,,1987,2.982000,102.313000,,1987,"Prismatomeris sp"
201,247,,1990,2.982000,102.313000,,1990,"Prismatomeris sp"
201,272,,1995,2.982000,102.313000,,1995,"Prismatomeris sp"
201,269,,2000,2.982000,102.313000,,2000,"Prismatomeris sp"
201,577,,1987,2.982000,102.313000,,1987,"Pygeum arboreum"
201,570,,1990,2.982000,102.313000,,1990,"Pygeum arboreum"
201,587,,1995,2.982000,102.313000,,1995,"Pygeum arboreum"
201,452,,2000,2.982000,102.313000,,2000,"Pygeum arboreum"
201,3,,1987,2.982000,102.313000,,1987,"Prunus rufa"
201,3,,1990,2.982000,102.313000,,1990,"Prunus stipulacea"
201,4,,1995,2.982000,102.313000,,1995,"Prunus stipulacea"
201,5,,2000,2.982000,102.313000,,2000,"Prunus stipulacea"
201,421,,1987,2.982000,102.313000,,1987,"Pygeum griseum"
201,382,,1990,2.982000,102.313000,,1990,"Pygeum griseum"
201,370,,1995,2.982000,102.313000,,1995,"Pygeum griseum"
201,314,,2000,2.982000,102.313000,,2000,"Pygeum griseum"
201,177,,1987,2.982000,102.313000,,1987,"Syzygium singaporense"
201,173,,1990,2.982000,102.313000,,1990,"Syzygium singaporense"
201,161,,1995,2.982000,102.313000,,1995,"Syzygium singaporense"
201,149,,2000,2.982000,102.313000,,2000,"Syzygium singaporense"
201,1288,,1987,2.982000,102.313000,,1987,"Pseuduvaria macrophylla"
201,1234,,1990,2.982000,102.313000,,1990,"Pseuduvaria macrophylla"
201,1216,,1995,2.982000,102.313000,,1995,"Pseuduvaria macrophylla"
201,1163,,2000,2.982000,102.313000,,2000,"Pseuduvaria macrophylla"
201,58,,1987,2.982000,102.313000,,1987,"Psychotria griffithii"
201,55,,1990,2.982000,102.313000,,1990,"Psychotria griffithii"
201,60,,1995,2.982000,102.313000,,1995,"Psychotria griffithii"
201,55,,2000,2.982000,102.313000,,2000,"Psychotria griffithii"
201,94,,1987,2.982000,102.313000,,1987,"Eumachia rostrata"
201,88,,1990,2.982000,102.313000,,1990,"Eumachia rostrata"
201,77,,1995,2.982000,102.313000,,1995,"Eumachia rostrata"
201,57,,2000,2.982000,102.313000,,2000,"Eumachia rostrata"
201,1,,1987,2.982000,102.313000,,1987,"Psydrax maingayi"
201,1,,1990,2.982000,102.313000,,1990,"Psydrax maingayi"
201,2,,1995,2.982000,102.313000,,1995,"Psydrax maingayi"
201,2,,2000,2.982000,102.313000,,2000,"Psydrax maingayi"
201,24,,1987,2.982000,102.313000,,1987,"Psydrax sp10"
201,24,,1990,2.982000,102.313000,,1990,"Psydrax sp10"
201,38,,1995,2.982000,102.313000,,1995,"Psydrax sp10"
201,38,,2000,2.982000,102.313000,,2000,"Psydrax sp10"
201,383,,1987,2.982000,102.313000,,1987,"Psydrax sp8"
201,368,,1990,2.982000,102.313000,,1990,"Psydrax sp8"
201,375,,1995,2.982000,102.313000,,1995,"Psydrax sp8"
201,305,,2000,2.982000,102.313000,,2000,"Psydrax sp8"
201,36,,1987,2.982000,102.313000,,1987,"Pteleocarpa lamponga"
201,34,,1990,2.982000,102.313000,,1990,"Pteleocarpa lamponga"
201,28,,1995,2.982000,102.313000,,1995,"Pteleocarpa lamponga"
201,27,,2000,2.982000,102.313000,,2000,"Pteleocarpa lamponga"
201,420,,1987,2.982000,102.313000,,1987,"Pternandra coerulescens"
201,407,,1990,2.982000,102.313000,,1990,"Pternandra coerulescens"
201,438,,1995,2.982000,102.313000,,1995,"Pternandra coerulescens"
201,439,,2000,2.982000,102.313000,,2000,"Pternandra coerulescens"
201,337,,1987,2.982000,102.313000,,1987,"Pternandra echinata"
201,321,,1990,2.982000,102.313000,,1990,"Pternandra echinata"
201,321,,1995,2.982000,102.313000,,1995,"Pternandra echinata"
201,291,,2000,2.982000,102.313000,,2000,"Pternandra echinata"
201,50,,1987,2.982000,102.313000,,1987,"Pterocymbium tubulatum"
201,52,,1990,2.982000,102.313000,,1990,"Pterocymbium tubulatum"
201,69,,1995,2.982000,102.313000,,1995,"Pterocymbium tubulatum"
201,82,,2000,2.982000,102.313000,,2000,"Pterocymbium tubulatum"
201,25,,1987,2.982000,102.313000,,1987,"Ptychopyxis caput-medusae"
201,23,,1990,2.982000,102.313000,,1990,"Ptychopyxis caput-medusae"
201,25,,1995,2.982000,102.313000,,1995,"Ptychopyxis caput-medusae"
201,27,,2000,2.982000,102.313000,,2000,"Ptychopyxis caput-medusae"
201,1140,,1987,2.982000,102.313000,,1987,"Ptychopyxis costata"
201,1104,,1990,2.982000,102.313000,,1990,"Ptychopyxis costata"
201,1067,,1995,2.982000,102.313000,,1995,"Ptychopyxis costata"
201,1004,,2000,2.982000,102.313000,,2000,"Ptychopyxis costata"
201,80,,1987,2.982000,102.313000,,1987,"Pyrenaria acuminata"
201,76,,1990,2.982000,102.313000,,1990,"Pyrenaria acuminata"
201,84,,1995,2.982000,102.313000,,1995,"Pyrenaria acuminata"
201,80,,2000,2.982000,102.313000,,2000,"Pyrenaria acuminata"
201,1041,,1987,2.982000,102.313000,,1987,"Quercus argentata"
201,995,,1990,2.982000,102.313000,,1990,"Quercus argentata"
201,908,,1995,2.982000,102.313000,,1995,"Quercus argentata"
201,753,,2000,2.982000,102.313000,,2000,"Quercus argentata"
201,278,,1987,2.982000,102.313000,,1987,"Quercus gemelliflora"
201,262,,1990,2.982000,102.313000,,1990,"Quercus gemelliflora"
201,265,,1995,2.982000,102.313000,,1995,"Quercus gemelliflora"
201,245,,2000,2.982000,102.313000,,2000,"Quercus gemelliflora"
201,1,,1987,2.982000,102.313000,,1987,"Radermachera pinnata"
201,1,,1990,2.982000,102.313000,,1990,"Radermachera pinnata"
201,1,,1995,2.982000,102.313000,,1995,"Radermachera pinnata"
201,1,,2000,2.982000,102.313000,,2000,"Radermachera pinnata"
201,728,,1987,2.982000,102.313000,,1987,"Reinwardtiodendron cinereum"
201,700,,1990,2.982000,102.313000,,1990,"Reinwardtiodendron cinereum"
201,672,,1995,2.982000,102.313000,,1995,"Reinwardtiodendron cinereum"
201,633,,2000,2.982000,102.313000,,2000,"Reinwardtiodendron cinereum"
201,266,,1987,2.982000,102.313000,,1987,"Rhodamnia cinerea"
201,255,,1990,2.982000,102.313000,,1990,"Rhodamnia cinerea"
201,228,,1995,2.982000,102.313000,,1995,"Rhodamnia cinerea"
201,217,,2000,2.982000,102.313000,,2000,"Rhodamnia cinerea"
201,8262,,1987,2.982000,102.313000,,1987,"Rinorea anguifera"
201,8006,,1990,2.982000,102.313000,,1990,"Rinorea anguifera"
201,7721,,1995,2.982000,102.313000,,1995,"Rinorea anguifera"
201,7308,,2000,2.982000,102.313000,,2000,"Rinorea anguifera"
201,37,,1987,2.982000,102.313000,,1987,"Rinorea horneri"
201,35,,1990,2.982000,102.313000,,1990,"Rinorea horneri"
201,31,,1995,2.982000,102.313000,,1995,"Rinorea horneri"
201,23,,2000,2.982000,102.313000,,2000,"Rinorea horneri"
201,245,,1987,2.982000,102.313000,,1987,"Rinorea sclerocarpa"
201,243,,1990,2.982000,102.313000,,1990,"Rinorea sclerocarpa"
201,236,,1995,2.982000,102.313000,,1995,"Rinorea sclerocarpa"
201,217,,2000,2.982000,102.313000,,2000,"Rinorea sclerocarpa"
201,1387,,1987,2.982000,102.313000,,1987,"Rothmannia macrophylla"
201,1310,,1990,2.982000,102.313000,,1990,"Rothmannia macrophylla"
201,1500,,1995,2.982000,102.313000,,1995,"Rothmannia macrophylla"
201,1237,,2000,2.982000,102.313000,,2000,"Rothmannia macrophylla"
201,78,,1987,2.982000,102.313000,,1987,"Ryparosa acuminata"
201,75,,1990,2.982000,102.313000,,1990,"Ryparosa acuminata"
201,74,,1995,2.982000,102.313000,,1995,"Ryparosa acuminata"
201,69,,2000,2.982000,102.313000,,2000,"Ryparosa acuminata"
201,82,,1987,2.982000,102.313000,,1987,"Ryparosa fasciculata"
201,78,,1990,2.982000,102.313000,,1990,"Ryparosa fasciculata"
201,78,,1995,2.982000,102.313000,,1995,"Ryparosa fasciculata"
201,75,,2000,2.982000,102.313000,,2000,"Ryparosa fasciculata"
201,375,,1987,2.982000,102.313000,,1987,"Ryparosa kunstleri"
201,352,,1990,2.982000,102.313000,,1990,"Ryparosa kunstleri"
201,319,,1995,2.982000,102.313000,,1995,"Ryparosa kunstleri"
201,267,,2000,2.982000,102.313000,,2000,"Ryparosa kunstleri"
201,1,,1987,2.982000,102.313000,,1987,"Sandoricum beccarianum"
201,1,,1990,2.982000,102.313000,,1990,"Sandoricum beccarianum"
201,136,,1987,2.982000,102.313000,,1987,"Sandoricum koetjape"
201,134,,1990,2.982000,102.313000,,1990,"Sandoricum koetjape"
